Year,MSA,Race,Age,Pop
2001,El Paso,W,55-59,18943
2001,El Paso,W,60-64,16010
2001,El Paso,W,65-69,14416
2001,El Paso,W,70-74,12919
2001,El Paso,W,75-79,9085
2002,El Paso,W,50-54,27685
2002,El Paso,W,55-59,20497
2002,El Paso,W,60-64,16409
2002,El Paso,W,65-69,14541
2002,El Paso,W,70-74,13243
2002,El Paso,W,75-79,9484
2003,El Paso,W,50-54,29004
2003,El Paso,W,55-59,22031
2003,El Paso,W,60-64,16901
2003,El Paso,W,65-69,15003
2003,El Paso,W,70-74,13303
2003,El Paso,W,75-79,9929
2004,El Paso,W,50-54,30484
2004,El Paso,W,55-59,23653
2004,El Paso,W,60-64,17433
2004,El Paso,W,65-69,15397
2004,El Paso,W,70-74,13356
2004,El Paso,W,75-79,10429
2005,El Paso,W,50-54,31869
2005,El Paso,W,55-59,25268
2005,El Paso,W,60-64,18163
2005,El Paso,W,65-69,15586
2005,El Paso,W,70-74,13406
2005,El Paso,W,75-79,10990
2006,El Paso,W,50-54,33321
2006,El Paso,W,55-59,26978
2006,El Paso,W,60-64,19019
2006,El Paso,W,65-69,15969
2006,El Paso,W,70-74,13681
2006,El Paso,W,75-79,11339
2007,El Paso,W,50-54,34916
2007,El Paso,W,55-59,28100
2007,El Paso,W,60-64,20581
2007,El Paso,W,65-69,16463
2007,El Paso,W,70-74,13792
2007,El Paso,W,75-79,11661
2008,El Paso,W,50-54,36383
2008,El Paso,W,55-59,29298
2008,El Paso,W,60-64,22111
2008,El Paso,W,65-69,17005
2008,El Paso,W,70-74,14325
2008,El Paso,W,75-79,11775
2009,El Paso,W,50-54,37794
2009,El Paso,W,55-59,30756
2009,El Paso,W,60-64,23786
2009,El Paso,W,65-69,17614
2009,El Paso,W,70-74,14724
2009,El Paso,W,75-79,11797
2010,El Paso,W,50-54,39375
2010,El Paso,W,55-59,32099
2010,El Paso,W,60-64,25332
2010,El Paso,W,65-69,18308
2010,El Paso,W,70-74,14965
2010,El Paso,W,75-79,11896
2011,El Paso,W,50-54,39993
2011,El Paso,W,55-59,33231
2011,El Paso,W,60-64,26553
2011,El Paso,W,65-69,18943
2011,El Paso,W,70-74,15185
2011,El Paso,W,75-79,12004
2012,El Paso,W,50-54,40456
2012,El Paso,W,55-59,34398
2012,El Paso,W,60-64,27076
2012,El Paso,W,65-69,20169
2012,El Paso,W,70-74,15509
2012,El Paso,W,75-79,12121
2013,El Paso,W,50-54,40512
2013,El Paso,W,55-59,35260
2013,El Paso,W,60-64,27715
2013,El Paso,W,65-69,21292
2013,El Paso,W,70-74,15898
2013,El Paso,W,75-79,12423
2014,El Paso,W,50-54,40131
2014,El Paso,W,55-59,36100
2014,El Paso,W,60-64,28527
2014,El Paso,W,65-69,22417
2014,El Paso,W,70-74,16273
2014,El Paso,W,75-79,12706
2015,El Paso,W,50-54,39345
2015,El Paso,W,55-59,36950
2015,El Paso,W,60-64,29589
2015,El Paso,W,65-69,23455
2015,El Paso,W,70-74,16745
2015,El Paso,W,75-79,12974
2016,El Paso,W,50-54,38636
2016,El Paso,W,55-59,37380
2016,El Paso,W,60-64,30643
2016,El Paso,W,65-69,24620
2016,El Paso,W,70-74,17304
2016,El Paso,W,75-79,13220
2017,El Paso,W,50-54,37887
2017,El Paso,W,55-59,37831
2017,El Paso,W,60-64,31655
2017,El Paso,W,65-69,25067
2017,El Paso,W,70-74,18464
2017,El Paso,W,75-79,13487
2018,El Paso,W,50-54,37393
2018,El Paso,W,55-59,37858
2018,El Paso,W,60-64,32508
2018,El Paso,W,65-69,25712
2018,El Paso,W,70-74,19535
2018,El Paso,W,75-79,13768
1999,Houston,W,50-54,43538
1999,Houston,W,55-59,28234
1999,Houston,W,60-64,20432
1999,Houston,W,65-69,15133
1999,Houston,W,70-74,11235
1999,Houston,W,75-79,7124
2000,Houston,W,50-54,47603
2000,Houston,W,55-59,30859
2000,Houston,W,60-64,21529
2000,Houston,W,65-69,16096
2000,Houston,W,70-74,11878
2000,Houston,W,75-79,7670
2001,Houston,W,50-54,51381
2001,Houston,W,55-59,33588
2001,Houston,W,60-64,22998
2001,Houston,W,65-69,16809
2001,Houston,W,70-74,12453
2001,Houston,W,75-79,8212
2002,Houston,W,50-54,54986
2002,Houston,W,55-59,37217
2002,Houston,W,60-64,24420
2002,Houston,W,65-69,17539
2002,Houston,W,70-74,13157
2002,Houston,W,75-79,8787
2003,Houston,W,50-54,58889
2003,Houston,W,55-59,40662
2003,Houston,W,60-64,26056
2003,Houston,W,65-69,18718
2003,Houston,W,70-74,13656
2003,Houston,W,75-79,9396
2004,Houston,W,50-54,62894
2004,Houston,W,55-59,44120
2004,Houston,W,60-64,28214
2004,Houston,W,65-69,19733
2004,Houston,W,70-74,14266
2004,Houston,W,75-79,9940
2005,Houston,W,50-54,67444
2005,Houston,W,55-59,48100
2005,Houston,W,60-64,30556
2005,Houston,W,65-69,20712
2005,Houston,W,70-74,15024
2005,Houston,W,75-79,10561
2006,Houston,W,50-54,72784
2006,Houston,W,55-59,52067
2006,Houston,W,60-64,33255
2006,Houston,W,65-69,22432
2006,Houston,W,70-74,15947
2006,Houston,W,75-79,11201
2007,Houston,W,50-54,78255
2007,Houston,W,55-59,55700
2007,Houston,W,60-64,36763
2007,Houston,W,65-69,24070
2007,Houston,W,70-74,16731
2007,Houston,W,75-79,11905
2008,Houston,W,50-54,83900
2008,Houston,W,55-59,59758
2008,Houston,W,60-64,40313
2008,Houston,W,65-69,25842
2008,Houston,W,70-74,18030
2008,Houston,W,75-79,12271
2009,Houston,W,50-54,89322
2009,Houston,W,55-59,64392
2009,Houston,W,60-64,43884
2009,Houston,W,65-69,27913
2009,Houston,W,70-74,19086
2009,Houston,W,75-79,12937
2010,Houston,W,50-54,95152
2010,Houston,W,55-59,69019
2010,Houston,W,60-64,47735
2010,Houston,W,65-69,30231
2010,Houston,W,70-74,20201
2010,Houston,W,75-79,13727
2011,Houston,W,50-54,100102
2011,Houston,W,55-59,73912
2011,Houston,W,60-64,51723
2011,Houston,W,65-69,32610
2011,Houston,W,70-74,21405
2011,Houston,W,75-79,14536
2012,Houston,W,50-54,105044
2012,Houston,W,55-59,79464
2012,Houston,W,60-64,55027
2012,Houston,W,65-69,36032
2012,Houston,W,70-74,22612
2012,Houston,W,75-79,15399
2013,Houston,W,50-54,110328
2013,Houston,W,55-59,84584
2013,Houston,W,60-64,59212
2013,Houston,W,65-69,39314
2013,Houston,W,70-74,24256
2013,Houston,W,75-79,16474
2014,Houston,W,50-54,115920
2014,Houston,W,55-59,89797
2014,Houston,W,60-64,63756
2014,Houston,W,65-69,42650
2014,Houston,W,70-74,26117
2014,Houston,W,75-79,17387
2015,Houston,W,50-54,120806
2015,Houston,W,55-59,95549
2015,Houston,W,60-64,68800
2015,Houston,W,65-69,46265
2015,Houston,W,70-74,28244
2015,Houston,W,75-79,18403
2016,Houston,W,50-54,125814
2016,Houston,W,55-59,100357
2016,Houston,W,60-64,73692
2016,Houston,W,65-69,50370
2016,Houston,W,70-74,30542
2016,Houston,W,75-79,19463
2017,Houston,W,50-54,129946
2017,Houston,W,55-59,104820
2017,Houston,W,60-64,78857
2017,Houston,W,65-69,53572
2017,Houston,W,70-74,33743
2017,Houston,W,75-79,20503
2018,Houston,W,50-54,134155
2018,Houston,W,55-59,109673
2018,Houston,W,60-64,83489
2018,Houston,W,65-69,57352
2018,Houston,W,70-74,36844
2018,Houston,W,75-79,21895
1999,San Antonio,W,50-54,39339
1999,San Antonio,W,55-59,27993
1999,San Antonio,W,60-64,22747
1999,San Antonio,W,65-69,19581
1999,San Antonio,W,70-74,16681
1999,San Antonio,W,75-79,12289
2000,San Antonio,W,50-54,42174
2000,San Antonio,W,55-59,29879
2000,San Antonio,W,60-64,23323
2000,San Antonio,W,65-69,20123
2000,San Antonio,W,70-74,17159
2000,San Antonio,W,75-79,12950
2001,San Antonio,W,50-54,44759
2001,San Antonio,W,55-59,31690
2001,San Antonio,W,60-64,23734
2001,San Antonio,W,65-69,20654
2001,San Antonio,W,70-74,17434
2001,San Antonio,W,75-79,13278
2002,San Antonio,W,50-54,46385
2002,San Antonio,W,55-59,34548
2002,San Antonio,W,60-64,24836
2002,San Antonio,W,65-69,20972
2002,San Antonio,W,70-74,17929
2002,San Antonio,W,75-79,13451
2003,San Antonio,W,50-54,48248
2003,San Antonio,W,55-59,37024
2003,San Antonio,W,60-64,26313
2003,San Antonio,W,65-69,21614
2003,San Antonio,W,70-74,17998
2003,San Antonio,W,75-79,13914
2004,San Antonio,W,50-54,49923
2004,San Antonio,W,55-59,39897
2004,San Antonio,W,60-64,28003
2004,San Antonio,W,65-69,22104
2004,San Antonio,W,70-74,18212
2004,San Antonio,W,75-79,14329
2005,San Antonio,W,50-54,51619
2005,San Antonio,W,55-59,42896
2005,San Antonio,W,60-64,29867
2005,San Antonio,W,65-69,22638
2005,San Antonio,W,70-74,18319
2005,San Antonio,W,75-79,14684
2006,San Antonio,W,50-54,53676
2006,San Antonio,W,55-59,45924
2006,San Antonio,W,60-64,31853
2006,San Antonio,W,65-69,23505
2006,San Antonio,W,70-74,19122
2006,San Antonio,W,75-79,15100
2007,San Antonio,W,50-54,56193
2007,San Antonio,W,55-59,47689
2007,San Antonio,W,60-64,34845
2007,San Antonio,W,65-69,24630
2007,San Antonio,W,70-74,19489
2007,San Antonio,W,75-79,15523
2008,San Antonio,W,50-54,58554
2008,San Antonio,W,55-59,49663
2008,San Antonio,W,60-64,37586
2008,San Antonio,W,65-69,26400
2008,San Antonio,W,70-74,20199
2008,San Antonio,W,75-79,15629
2009,San Antonio,W,50-54,60920
2009,San Antonio,W,55-59,51412
2009,San Antonio,W,60-64,40597
2009,San Antonio,W,65-69,27913
2009,San Antonio,W,70-74,20780
2009,San Antonio,W,75-79,15815
2010,San Antonio,W,50-54,63487
2010,San Antonio,W,55-59,53268
2010,San Antonio,W,60-64,43653
2010,San Antonio,W,65-69,29728
2010,San Antonio,W,70-74,21398
2010,San Antonio,W,75-79,16219
2011,San Antonio,W,50-54,65380
2011,San Antonio,W,55-59,55165
2011,San Antonio,W,60-64,46024
2011,San Antonio,W,65-69,31586
2011,San Antonio,W,70-74,22069
2011,San Antonio,W,75-79,16763
2012,San Antonio,W,50-54,67157
2012,San Antonio,W,55-59,57140
2012,San Antonio,W,60-64,47105
2012,San Antonio,W,65-69,34265
2012,San Antonio,W,70-74,23119
2012,San Antonio,W,75-79,17198
2013,San Antonio,W,50-54,68953
2013,San Antonio,W,55-59,58688
2013,San Antonio,W,60-64,48728
2013,San Antonio,W,65-69,36615
2013,San Antonio,W,70-74,24496
2013,San Antonio,W,75-79,17785
2014,San Antonio,W,50-54,70638
2014,San Antonio,W,55-59,60376
2014,San Antonio,W,60-64,50319
2014,San Antonio,W,65-69,39028
2014,San Antonio,W,70-74,25968
2014,San Antonio,W,75-79,18377
2015,San Antonio,W,50-54,71835
2015,San Antonio,W,55-59,62413
2015,San Antonio,W,60-64,51939
2015,San Antonio,W,65-69,41527
2015,San Antonio,W,70-74,27354
2015,San Antonio,W,75-79,19048
2016,San Antonio,W,50-54,72399
2016,San Antonio,W,55-59,64247
2016,San Antonio,W,60-64,53827
2016,San Antonio,W,65-69,43757
2016,San Antonio,W,70-74,29070
2016,San Antonio,W,75-79,19627
2017,San Antonio,W,50-54,72414
2017,San Antonio,W,55-59,66143
2017,San Antonio,W,60-64,55686
2017,San Antonio,W,65-69,44885
2017,San Antonio,W,70-74,31619
2017,San Antonio,W,75-79,20485
2018,San Antonio,W,50-54,72765
2018,San Antonio,W,55-59,68074
2018,San Antonio,W,60-64,57153
2018,San Antonio,W,65-69,46558
2018,San Antonio,W,70-74,33792
2018,San Antonio,W,75-79,21679
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,Houston,W,50-54,163508
2019,Houston,B,50-54,67578
2019,Houston,A,50-54,37706
2019,Houston,H,50-54,144009
2019,Houston,W,50-54,163508
2019,Houston,B,50-54,67578
2019,Houston,A,50-54,37706
2019,Houston,H,50-54,144009
2019,Houston,W,50-54,163508
2019,Houston,B,50-54,67578
2019,Houston,A,50-54,37706
2019,Houston,H,50-54,144009
2019,Houston,W,50-54,163508
2019,Houston,B,50-54,67578
2019,Houston,A,50-54,37706
2019,Houston,H,50-54,144009
2019,Houston,W,50-54,163508
2019,Houston,B,50-54,67578
2019,Houston,A,50-54,37706
2019,Houston,H,50-54,144009
2019,Houston,W,55-59,185247
2019,Houston,B,55-59,66900
2019,Houston,A,55-59,33221
2019,Houston,H,55-59,120395
2019,Houston,W,55-59,185247
2019,Houston,B,55-59,66900
2019,Houston,A,55-59,33221
2019,Houston,H,55-59,120395
2019,Houston,W,55-59,185247
2019,Houston,B,55-59,66900
2019,Houston,A,55-59,33221
2019,Houston,H,55-59,120395
2019,Houston,W,55-59,185247
2019,Houston,B,55-59,66900
2019,Houston,A,55-59,33221
2019,Houston,H,55-59,120395
2019,Houston,W,55-59,185247
2019,Houston,B,55-59,66900
2019,Houston,A,55-59,33221
2019,Houston,H,55-59,120395
2019,Houston,W,60-64,187245
2019,Houston,B,60-64,61022
2019,Houston,A,60-64,29283
2019,Houston,H,60-64,91908
2019,Houston,W,60-64,187245
2019,Houston,B,60-64,61022
2019,Houston,A,60-64,29283
2019,Houston,H,60-64,91908
2019,Houston,W,60-64,187245
2019,Houston,B,60-64,61022
2019,Houston,A,60-64,29283
2019,Houston,H,60-64,91908
2019,Houston,W,60-64,187245
2019,Houston,B,60-64,61022
2019,Houston,A,60-64,29283
2019,Houston,H,60-64,91908
2019,Houston,W,60-64,187245
2019,Houston,B,60-64,61022
2019,Houston,A,60-64,29283
2019,Houston,H,60-64,91908
2019,Houston,W,65-69,154562
2019,Houston,B,65-69,47313
2019,Houston,A,65-69,24559
2019,Houston,H,65-69,62122
2019,Houston,W,65-69,154562
2019,Houston,B,65-69,47313
2019,Houston,A,65-69,24559
2019,Houston,H,65-69,62122
2019,Houston,W,65-69,154562
2019,Houston,B,65-69,47313
2019,Houston,A,65-69,24559
2019,Houston,H,65-69,62122
2019,Houston,W,65-69,154562
2019,Houston,B,65-69,47313
2019,Houston,A,65-69,24559
2019,Houston,H,65-69,62122
2019,Houston,W,65-69,154562
2019,Houston,B,65-69,47313
2019,Houston,A,65-69,24559
2019,Houston,H,65-69,62122
2019,Houston,W,70-74,122007
2019,Houston,B,70-74,31812
2019,Houston,A,70-74,16846
2019,Houston,H,70-74,39548
2019,Houston,W,70-74,122007
2019,Houston,B,70-74,31812
2019,Houston,A,70-74,16846
2019,Houston,H,70-74,39548
2019,Houston,W,70-74,122007
2019,Houston,B,70-74,31812
2019,Houston,A,70-74,16846
2019,Houston,H,70-74,39548
2019,Houston,W,70-74,122007
2019,Houston,B,70-74,31812
2019,Houston,A,70-74,16846
2019,Houston,H,70-74,39548
2019,Houston,W,70-74,122007
2019,Houston,B,70-74,31812
2019,Houston,A,70-74,16846
2019,Houston,H,70-74,39548
2019,Houston,W,75-79,81177
2019,Houston,B,75-79,18973
2019,Houston,A,75-79,10350
2019,Houston,H,75-79,23498
2019,Houston,W,75-79,81177
2019,Houston,B,75-79,18973
2019,Houston,A,75-79,10350
2019,Houston,H,75-79,23498
2019,Houston,W,75-79,81177
2019,Houston,B,75-79,18973
2019,Houston,A,75-79,10350
2019,Houston,H,75-79,23498
2019,Houston,W,75-79,81177
2019,Houston,B,75-79,18973
2019,Houston,A,75-79,10350
2019,Houston,H,75-79,23498
2019,Houston,W,75-79,81177
2019,Houston,B,75-79,18973
2019,Houston,A,75-79,10350
2019,Houston,H,75-79,23498
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,50-54,52829
2019,San Antonio,B,50-54,11107
2019,San Antonio,A,50-54,3762
2019,San Antonio,H,50-54,75276
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,55-59,61195
2019,San Antonio,B,55-59,11830
2019,San Antonio,A,55-59,3587
2019,San Antonio,H,55-59,72350
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,60-64,59336
2019,San Antonio,B,60-64,10179
2019,San Antonio,A,60-64,3138
2019,San Antonio,H,60-64,61432
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,65-69,53909
2019,San Antonio,B,65-69,7456
2019,San Antonio,A,65-69,2578
2019,San Antonio,H,65-69,49678
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,70-74,46714
2019,San Antonio,B,70-74,4742
2019,San Antonio,A,70-74,1869
2019,San Antonio,H,70-74,37424
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,San Antonio,W,75-79,31828
2019,San Antonio,B,75-79,3031
2019,San Antonio,A,75-79,1157
2019,San Antonio,H,75-79,23526
2019,Austin,W,50-54,74677
2019,Austin,B,50-54,10677
2019,Austin,A,50-54,8239
2019,Austin,H,50-54,38793
2019,Austin,W,50-54,74677
2019,Austin,B,50-54,10677
2019,Austin,A,50-54,8239
2019,Austin,H,50-54,38793
2019,Austin,W,50-54,74677
2019,Austin,B,50-54,10677
2019,Austin,A,50-54,8239
2019,Austin,H,50-54,38793
2019,Austin,W,50-54,74677
2019,Austin,B,50-54,10677
2019,Austin,A,50-54,8239
2019,Austin,H,50-54,38793
2019,Austin,W,50-54,74677
2019,Austin,B,50-54,10677
2019,Austin,A,50-54,8239
2019,Austin,H,50-54,38793
2019,Austin,W,55-59,78467
2019,Austin,B,55-59,10617
2019,Austin,A,55-59,6428
2019,Austin,H,55-59,32594
2019,Austin,W,55-59,78467
2019,Austin,B,55-59,10617
2019,Austin,A,55-59,6428
2019,Austin,H,55-59,32594
2019,Austin,W,55-59,78467
2019,Austin,B,55-59,10617
2019,Austin,A,55-59,6428
2019,Austin,H,55-59,32594
2019,Austin,W,55-59,78467
2019,Austin,B,55-59,10617
2019,Austin,A,55-59,6428
2019,Austin,H,55-59,32594
2019,Austin,W,55-59,78467
2019,Austin,B,55-59,10617
2019,Austin,A,55-59,6428
2019,Austin,H,55-59,32594
2019,Austin,W,60-64,74581
2019,Austin,B,60-64,8987
2019,Austin,A,60-64,4827
2019,Austin,H,60-64,24720
2019,Austin,W,60-64,74581
2019,Austin,B,60-64,8987
2019,Austin,A,60-64,4827
2019,Austin,H,60-64,24720
2019,Austin,W,60-64,74581
2019,Austin,B,60-64,8987
2019,Austin,A,60-64,4827
2019,Austin,H,60-64,24720
2019,Austin,W,60-64,74581
2019,Austin,B,60-64,8987
2019,Austin,A,60-64,4827
2019,Austin,H,60-64,24720
2019,Austin,W,60-64,74581
2019,Austin,B,60-64,8987
2019,Austin,A,60-64,4827
2019,Austin,H,60-64,24720
2019,Austin,W,65-69,64514
2019,Austin,B,65-69,6366
2019,Austin,A,65-69,3683
2019,Austin,H,65-69,16842
2019,Austin,W,65-69,64514
2019,Austin,B,65-69,6366
2019,Austin,A,65-69,3683
2019,Austin,H,65-69,16842
2019,Austin,W,65-69,64514
2019,Austin,B,65-69,6366
2019,Austin,A,65-69,3683
2019,Austin,H,65-69,16842
2019,Austin,W,65-69,64514
2019,Austin,B,65-69,6366
2019,Austin,A,65-69,3683
2019,Austin,H,65-69,16842
2019,Austin,W,65-69,64514
2019,Austin,B,65-69,6366
2019,Austin,A,65-69,3683
2019,Austin,H,65-69,16842
2019,Austin,W,70-74,48717
2019,Austin,B,70-74,3803
2019,Austin,A,70-74,2564
